timestep,precision,update_magnitude,state_magnitude,effective_change,relative_change,ineffective,ineffective_cumulative,dim,seed
8,float32,0.00390625,4.994652599096298,0.009774327278137207,0.001960795579181147,False,0,8,45
9,float32,0.001953125,4.999539718031883,0.004887118935585022,0.000978470241647891,False,0,8,45
10,float32,0.0009765625,5.001983344554901,0.0024436265230178833,0.000488770299034616,False,0,8,45
11,float32,0.00048828125,5.003205090761185,0.0012217462062835693,0.00024425235394147154,False,0,8,45
12,float32,0.000244140625,5.003815993666649,0.0006109029054641724,0.0001221023112948644,False,0,8,45
13,float32,0.0001220703125,5.004121422767639,0.0003054291009902954,6.103923513112359e-05,False,0,8,45
14,float32,6.103515625e-05,5.0042741894721985,0.00015276670455932617,3.052817700711091e-05,False,0,8,45
15,float32,3.0517578125e-05,5.004350453615189,7.62641429901123e-05,1.5239801038590952e-05,False,0,8,45
16,float32,1.52587890625e-05,5.004388585686684,3.813207149505615e-05,7.6197843952973345e-06,False,0,8,45
17,float32,7.62939453125e-06,5.00440776348114,1.9177794456481934e-05,3.832195307801108e-06,False,0,8,45
18,float32,3.814697265625e-06,5.004417285323143,9.521842002868652e-06,1.9026910781237215e-06,False,0,8,45
19,float32,1.9073486328125e-06,5.004422098398209,4.813075065612793e-06,9.61765334743065e-07,False,0,8,45
20,float32,9.5367431640625e-07,5.004424542188644,2.4437904357910156e-06,4.883262018551977e-07,False,0,8,45
21,float32,4.76837158203125e-07,5.004425674676895,1.1324882507324219e-06,2.2629739766985024e-07,False,0,8,45
22,float32,2.384185791015625e-07,5.004426226019859,5.513429641723633e-07,1.10171076565736e-07,False,0,8,45
23,float32,1.1920928955078125e-07,5.004426643252373,4.172325134277344e-07,8.337269740502688e-08,False,0,8,45
24,float32,5.960464477539063e-08,5.004426643252373,0.0,0.0,True,1,8,45
25,float32,2.9802322387695312e-08,5.004426643252373,0.0,0.0,True,2,8,45
26,float32,1.4901161193847656e-08,5.004426643252373,0.0,0.0,True,3,8,45
27,float32,7.450580596923828e-09,5.004426643252373,0.0,0.0,True,4,8,45
28,float32,3.725290298461914e-09,5.004426643252373,0.0,0.0,True,5,8,45
29,float32,1.862645149230957e-09,5.004426643252373,0.0,0.0,True,6,8,45
30,float32,9.313225746154785e-10,5.004426643252373,0.0,0.0,True,7,8,45
31,float32,4.656612873077393e-10,5.004426643252373,0.0,0.0,True,8,8,45
32,float32,2.3283064365386963e-10,5.004426643252373,0.0,0.0,True,9,8,45
33,float32,1.1641532182693481e-10,5.004426643252373,0.0,0.0,True,10,8,45
34,float32,5.820766091346741e-11,5.004426643252373,0.0,0.0,True,11,8,45
35,float32,2.9103830456733704e-11,5.004426643252373,0.0,0.0,True,12,8,45
36,float32,1.4551915228366852e-11,5.004426643252373,0.0,0.0,True,13,8,45
37,float32,7.275957614183426e-12,5.004426643252373,0.0,0.0,True,14,8,45
38,float32,3.637978807091713e-12,5.004426643252373,0.0,0.0,True,15,8,45
39,float32,1.8189894035458565e-12,5.004426643252373,0.0,0.0,True,16,8,45
40,float32,9.094947017729282e-13,5.004426643252373,0.0,0.0,True,17,8,45
41,float32,4.547473508864641e-13,5.004426643252373,0.0,0.0,True,18,8,45
42,float32,2.2737367544323206e-13,5.004426643252373,0.0,0.0,True,19,8,45
43,float32,1.1368683772161603e-13,5.004426643252373,0.0,0.0,True,20,8,45
44,float32,5.684341886080802e-14,5.004426643252373,0.0,0.0,True,21,8,45
45,float32,2.842170943040401e-14,5.004426643252373,0.0,0.0,True,22,8,45
46,float32,1.4210854715202004e-14,5.004426643252373,0.0,0.0,True,23,8,45
47,float32,7.105427357601002e-15,5.004426643252373,0.0,0.0,True,24,8,45
48,float32,3.552713678800501e-15,5.004426643252373,0.0,0.0,True,25,8,45
49,float32,1.7763568394002505e-15,5.004426643252373,0.0,0.0,True,26,8,45
50,float32,8.881784197001252e-16,5.004426643252373,0.0,0.0,True,27,8,45
51,float32,4.440892098500626e-16,5.004426643252373,0.0,0.0,True,28,8,45
52,float32,2.220446049250313e-16,5.004426643252373,0.0,0.0,True,29,8,45
53,float32,1.1102230246251565e-16,5.004426643252373,0.0,0.0,True,30,8,45
54,float32,5.551115123125783e-17,5.004426643252373,0.0,0.0,True,31,8,45
55,float32,2.7755575615628914e-17,5.004426643252373,0.0,0.0,True,32,8,45
56,float32,1.3877787807814457e-17,5.004426643252373,0.0,0.0,True,33,8,45
57,float32,6.938893903907228e-18,5.004426643252373,0.0,0.0,True,34,8,45
58,float32,3.469446951953614e-18,5.004426643252373,0.0,0.0,True,35,8,45
59,float32,1.734723475976807e-18,5.004426643252373,0.0,0.0,True,36,8,45
0,float16,1.0,2.50225830078125,2.50225830078125,2.5022583007812498e+300,False,0,8,45
1,float16,0.5,3.7530517578125,1.25079345703125,0.49986584384223237,False,0,8,45
2,float16,0.25,4.3782958984375,0.625244140625,0.16659619450317126,False,0,8,45
3,float16,0.125,4.690673828125,0.3123779296875,0.07134692056765271,False,0,8,45
4,float16,0.0625,4.8477783203125,0.1571044921875,0.03349294748347473,False,0,8,45
5,float16,0.03125,4.92578125,0.0780029296875,0.016090448971369575,False,0,8,45
6,float16,0.015625,4.9652099609375,0.0394287109375,0.008004559873116573,False,0,8,45
7,float16,0.0078125,4.9852294921875,0.02001953125,0.004031960663798402,False,0,8,45
8,float16,0.00390625,4.9945068359375,0.00927734375,0.0018609662332574254,False,0,8,45
9,float16,0.001953125,4.9990234375,0.0045166015625,0.000904313821336918,False,0,8,45
10,float16,0.0009765625,5.00244140625,0.00341796875,0.0006837272904864231,False,0,8,45
11,float16,0.00048828125,5.00244140625,0.0,0.0,True,1,8,45
12,float16,0.000244140625,5.00244140625,0.0,0.0,True,2,8,45
13,float16,0.0001220703125,5.00244140625,0.0,0.0,True,3,8,45
14,float16,6.103515625e-05,5.00244140625,0.0,0.0,True,4,8,45
15,float16,3.0517578125e-05,5.00244140625,0.0,0.0,True,5,8,45
16,float16,1.52587890625e-05,5.00244140625,0.0,0.0,True,6,8,45
17,float16,7.62939453125e-06,5.00244140625,0.0,0.0,True,7,8,45
18,float16,3.814697265625e-06,5.00244140625,0.0,0.0,True,8,8,45
19,float16,1.9073486328125e-06,5.00244140625,0.0,0.0,True,9,8,45
20,float16,9.5367431640625e-07,5.00244140625,0.0,0.0,True,10,8,45
21,float16,4.76837158203125e-07,5.00244140625,0.0,0.0,True,11,8,45
22,float16,2.384185791015625e-07,5.00244140625,0.0,0.0,True,12,8,45
23,float16,1.1920928955078125e-07,5.00244140625,0.0,0.0,True,13,8,45
24,float16,5.960464477539063e-08,5.00244140625,0.0,0.0,True,14,8,45
25,float16,2.9802322387695312e-08,5.00244140625,0.0,0.0,True,15,8,45
26,float16,1.4901161193847656e-08,5.00244140625,0.0,0.0,True,16,8,45
27,float16,7.450580596923828e-09,5.00244140625,0.0,0.0,True,17,8,45
28,float16,3.725290298461914e-09,5.00244140625,0.0,0.0,True,18,8,45
29,float16,1.862645149230957e-09,5.00244140625,0.0,0.0,True,19,8,45
30,float16,9.313225746154785e-10,5.00244140625,0.0,0.0,True,20,8,45
31,float16,4.656612873077393e-10,5.00244140625,0.0,0.0,True,21,8,45
32,float16,2.3283064365386963e-10,5.00244140625,0.0,0.0,True,22,8,45
33,float16,1.1641532182693481e-10,5.00244140625,0.0,0.0,True,23,8,45
34,float16,5.820766091346741e-11,5.00244140625,0.0,0.0,True,24,8,45
35,float16,2.9103830456733704e-11,5.00244140625,0.0,0.0,True,25,8,45
36,float16,1.4551915228366852e-11,5.00244140625,0.0,0.0,True,26,8,45
37,float16,7.275957614183426e-12,5.00244140625,0.0,0.0,True,27,8,45
38,float16,3.637978807091713e-12,5.00244140625,0.0,0.0,True,28,8,45
39,float16,1.8189894035458565e-12,5.00244140625,0.0,0.0,True,29,8,45
40,float16,9.094947017729282e-13,5.00244140625,0.0,0.0,True,30,8,45
41,float16,4.547473508864641e-13,5.00244140625,0.0,0.0,True,31,8,45
42,float16,2.2737367544323206e-13,5.00244140625,0.0,0.0,True,32,8,45
43,float16,1.1368683772161603e-13,5.00244140625,0.0,0.0,True,33,8,45
44,float16,5.684341886080802e-14,5.00244140625,0.0,0.0,True,34,8,45
45,float16,2.842170943040401e-14,5.00244140625,0.0,0.0,True,35,8,45
46,float16,1.4210854715202004e-14,5.00244140625,0.0,0.0,True,36,8,45
47,float16,7.105427357601002e-15,5.00244140625,0.0,0.0,True,37,8,45
48,float16,3.552713678800501e-15,5.00244140625,0.0,0.0,True,38,8,45
49,float16,1.7763568394002505e-15,5.00244140625,0.0,0.0,True,39,8,45
50,float16,8.881784197001252e-16,5.00244140625,0.0,0.0,True,40,8,45
51,float16,4.440892098500626e-16,5.00244140625,0.0,0.0,True,41,8,45
52,float16,2.220446049250313e-16,5.00244140625,0.0,0.0,True,42,8,45
53,float16,1.1102230246251565e-16,5.00244140625,0.0,0.0,True,43,8,45
54,float16,5.551115123125783e-17,5.00244140625,0.0,0.0,True,44,8,45
55,float16,2.7755575615628914e-17,5.00244140625,0.0,0.0,True,45,8,45
56,float16,1.3877787807814457e-17,5.00244140625,0.0,0.0,True,46,8,45
57,float16,6.938893903907228e-18,5.00244140625,0.0,0.0,True,47,8,45
58,float16,3.469446951953614e-18,5.00244140625,0.0,0.0,True,48,8,45
59,float16,1.734723475976807e-18,5.00244140625,0.0,0.0,True,49,8,45
0,float64,1.0,2.373556191218108,2.373556191218108,2.3735561912181076e+300,False,0,8,46
1,float64,0.5,3.5603342868271612,1.1867780956090537,0.49999999999999983,False,0,8,46
2,float64,0.25,4.153723334631689,0.593389047804527,0.16666666666666688,False,0,8,46
3,float64,0.125,4.450417858533951,0.29669452390226325,0.07142857142857119,False,0,8,46
4,float64,0.0625,4.5987651204850835,0.14834726195113174,0.03333333333333342,False,0,8,46
5,float64,0.03125,4.672938751460649,0.07417363097556581,0.016129032258064366,False,0,8,46
6,float64,0.015625,4.710025566948432,0.037086815487783045,0.007936507936508054,False,0,8,46
7,float64,0.0078125,4.7285689746923225,0.018543407743891342,0.003937007874015523,False,0,8,46
8,float64,0.00390625,4.73784067856427,0.009271703871945671,0.0019607843137258484,False,0,8,46
9,float64,0.001953125,4.742476530500241,0.004635851935972945,0.0009784735812129232,False,0,8,46
10,float64,0.0009765625,4.744794456468227,0.0023179259679865574,0.0004887585532746779,False,0,8,46
11,float64,0.00048828125,4.745953419452222,0.00115896298399314,0.0002442598925260195,False,0,8,46
12,float64,0.000244140625,4.746532900944218,0.0005794814919966237,0.0001221001220999338,False,0,8,46
13,float64,0.0001220703125,4.746822641690217,0.00028974074599825636,6.104260774038923e-05,False,0,8,46
14,float64,6.103515625e-05,4.746967512063216,0.0001448703729991438,3.051944088384272e-05,False,0,8,46
15,float64,3.0517578125e-05,4.747039947249715,7.243518649946087e-05,1.5259254737811348e-05,False,0,8,46
16,float64,1.52587890625e-05,4.747076164842965,3.621759324974258e-05,7.629510948348141e-06,False,0,8,46
17,float64,7.62939453125e-06,4.74709427363959,1.8108796624984047e-05,3.814726369677468e-06,False,0,8,46
18,float64,3.814697265625e-06,4.747103328037903,9.05439831245039e-06,1.907355908891402e-06,False,0,8,46
19,float64,1.9073486328125e-06,4.747107855237059,4.527199156251216e-06,9.536761353523395e-07,False,0,8,46
20,float64,9.5367431640625e-07,4.747110118836637,2.2635995782782636e-06,4.768376129275178e-07,False,0,8,46
21,float64,4.76837158203125e-07,4.747111250636426,1.131799788930965e-06,2.3841869277675855e-07,False,0,8,46
22,float64,2.384185791015625e-07,4.747111816536321,5.658998946181382e-07,1.1920931806019888e-07,False,0,8,46
23,float64,1.1920928955078125e-07,4.747112099486268,2.8294994722580236e-07,5.960465183112019e-08,False,0,8,46
24,float64,5.960464477539063e-08,4.747112240961242,1.4147497367014705e-07,2.980232423275228e-08,False,0,8,46
25,float64,2.9802322387695312e-08,4.747112311698729,7.073748684721659e-08,1.4901161672286888e-08,False,0,8,46
26,float64,1.4901161193847656e-08,4.747112347067471,3.536874332646378e-08,7.450580538022462e-09,False,0,8,46
27,float64,7.450580596923828e-09,4.747112364751843,1.7684371651088826e-08,3.725290428354329e-09,False,0,8,46
28,float64,3.725290298461914e-09,4.747112373594029,8.84218587932084e-09,1.862645113688934e-09,False,0,8,46
29,float64,1.862645149230957e-09,4.747112378015122,4.421092828638118e-09,9.313225551097437e-10,False,0,8,46
30,float64,9.313225746154785e-10,4.747112380225669,2.2105466103428117e-09,4.656614642198625e-10,False,0,8,46
31,float64,4.656612873077393e-10,4.7471123813309415,1.1052733034366824e-09,2.3283045135350375e-10,False,0,8,46
32,float64,2.3283064365386963e-10,4.7471123818835785,5.526364990626753e-10,1.164154127483183e-10,False,0,8,46
33,float64,1.1641532182693481e-10,4.747112382159896,2.7631841606479135e-10,5.8207519268711465e-11,False,0,8,46
34,float64,5.820766091346741e-11,4.747112382298056,1.3815915425596792e-10,2.9103946731333074e-11,False,0,8,46
35,float64,2.9103830456733704e-11,4.747112382367136,6.907961702662391e-11,1.4551973365243017e-11,False,0,8,46
36,float64,1.4551915228366852e-11,4.747112382401675,3.4539794635524146e-11,7.2758931331799315e-12,False,0,8,46
37,float64,7.275957614183426e-12,4.747112382418945,1.7269800173247418e-11,3.6379465665634968e-12,False,0,8,46
38,float64,3.637978807091713e-12,4.74711238242758,8.634957332498416e-12,1.818973283275131e-12,False,0,8,46
39,float64,1.8189894035458565e-12,4.747112382431897,4.31749080931354e-12,9.094866416359111e-13,False,0,8,46
40,float64,9.094947017729282e-13,4.7471123824340555,2.1586482601421153e-12,4.5464977148184617e-13,False,0,8,46
41,float64,4.547473508864641e-13,4.747112382435136,1.0794212745857124e-12,2.2751198441221136e-13,False,0,8,46
42,float64,2.2737367544323206e-13,4.747112382435676,5.396828817172405e-13,1.1375599220607978e-13,False,0,8,46
43,float64,1.1368683772161603e-13,4.747112382435946,2.6984317558209625e-13,5.687799610303343e-14,False,0,8,46
44,float64,5.684341886080802e-14,4.74711238243608,1.3493373085537996e-13,2.8251899380123547e-14,False,0,8,46
45,float64,2.842170943040401e-14,4.747112382436148,6.760564330576813e-14,1.4406597697148687e-14,False,0,8,46
46,float64,1.4210854715202004e-14,4.747112382436182,3.358077704795903e-14,7.10974951287847e-15,False,0,8,46
47,float64,7.105427357601002e-15,4.747112382436198,1.6889267762110194e-14,3.3677760850476724e-15,False,0,8,46
48,float64,3.552713678800501e-15,4.747112382436207,8.36136715420821e-15,1.8709867139153674e-15,False,0,8,46
49,float64,1.7763568394002505e-15,4.74711238243621,4.3749726064135075e-15,7.483946855661455e-16,False,0,8,46
50,float64,8.881784197001252e-16,4.747112382436213,2.005340338229189e-15,5.612960141746087e-16,False,0,8,46
51,float64,4.440892098500626e-16,4.747112382436214,1.0026701691145945e-15,1.8709867139153613e-16,False,0,8,46
52,float64,2.220446049250313e-16,4.747112382436214,6.973588373426765e-16,0.0,False,0,8,46
53,float64,1.1102230246251565e-16,4.747112382436214,0.0,0.0,True,1,8,46
54,float64,5.551115123125783e-17,4.747112382436214,0.0,0.0,True,2,8,46
55,float64,2.7755575615628914e-17,4.747112382436214,0.0,0.0,True,3,8,46
56,float64,1.3877787807814457e-17,4.747112382436214,0.0,0.0,True,4,8,46
57,float64,6.938893903907228e-18,4.747112382436214,0.0,0.0,True,5,8,46
58,float64,3.469446951953614e-18,4.747112382436214,0.0,0.0,True,6,8,46
59,float64,1.734723475976807e-18,4.747112382436214,0.0,0.0,True,7,8,46
0,float32,1.0,2.373556198552251,2.373556198552251,2.3735561985522508e+300,False,0,8,46
1,float32,0.5,3.560334282927215,1.1867780843749642,0.49999999372201037,False,0,8,46
2,float32,0.25,4.153723310679197,0.5933890277519822,0.16666666121702287,False,0,8,46
3,float32,0.125,4.450417786836624,0.29669447615742683,0.0714285603459978,False,0,8,46
4,float32,0.0625,4.598765106871724,0.14834732003509998,0.03333334692169337,False,0,8,46
5,float32,0.03125,4.672938738018274,0.07417363114655018,0.016129032342990495,False,0,8,46
6,float32,0.015625,4.710025575011969,0.037086836993694305,0.007936512561562555,False,0,8,46
7,float32,0.0078125,4.728568986058235,0.018543411046266556,0.003937008568413014,False,0,8,46
8,float32,0.00390625,4.737840639427304,0.0092716533690691,0.0019607736286402387,False,0,8,46
9,float32,0.001953125,4.742476496845484,0.004635857418179512,0.0009784747464068105,False,0,8,46
10,float32,0.0009765625,4.744794432073832,0.0023179352283477783,0.0004887605093856725,False,0,8,46
11,float32,0.00048828125,4.745953347533941,0.0011589154601097107,0.0002442498777767233,False,0,8,46
12,float32,0.000244140625,4.74653285741806,0.0005795098841190338,0.00012210610633586497,False,0,8,46
13,float32,0.0001220703125,4.746822597458959,0.00028974004089832306,6.10424597494372e-05,False,0,8,46
14,float32,6.103515625e-05,4.74696746841073,0.00014487095177173615,3.0519563096646504e-05,False,0,8,46
15,float32,3.0517578125e-05,4.747039910405874,7.244199514389038e-05,1.5260689192829823e-05,False,0,8,46
16,float32,1.52587890625e-05,4.747076205909252,3.629550337791443e-05,7.645923367602601e-06,False,0,8,46
17,float32,7.62939453125e-06,4.747094234451652,1.8028542399406433e-05,3.7978203039934675e-06,False,0,8,46
18,float32,3.814697265625e-06,4.747103301808238,9.067356586456299e-06,1.9100856521133904e-06,False,0,8,46
19,float32,1.9073486328125e-06,4.747107790783048,4.4889748096466064e-06,9.456239993632945e-07,False,0,8,46
20,float32,9.5367431640625e-07,4.747110139578581,2.348795533180237e-06,4.947845375958478e-07,False,0,8,46
21,float32,4.76837158203125e-07,4.747111216187477,1.0766088962554932e-06,2.2679248313186764e-07,False,0,8,46
22,float32,2.384185791015625e-07,4.747111754491925,5.383044481277466e-07,1.1339621584852446e-07,False,0,8,46
23,float32,1.1920928955078125e-07,4.7471121288836,3.7439167499542236e-07,7.88672553666251e-08,False,0,8,46
24,float32,5.960464477539063e-08,4.7471121288836,0.0,0.0,True,1,8,46
25,float32,2.9802322387695312e-08,4.7471121288836,0.0,0.0,True,2,8,46
26,float32,1.4901161193847656e-08,4.7471121288836,0.0,0.0,True,3,8,46
27,float32,7.450580596923828e-09,4.7471121288836,0.0,0.0,True,4,8,46
28,float32,3.725290298461914e-09,4.7471121288836,0.0,0.0,True,5,8,46
29,float32,1.862645149230957e-09,4.7471121288836,0.0,0.0,True,6,8,46
30,float32,9.313225746154785e-10,4.7471121288836,0.0,0.0,True,7,8,46
31,float32,4.656612873077393e-10,4.7471121288836,0.0,0.0,True,8,8,46
32,float32,2.3283064365386963e-10,4.7471121288836,0.0,0.0,True,9,8,46
33,float32,1.1641532182693481e-10,4.7471121288836,0.0,0.0,True,10,8,46
34,float32,5.820766091346741e-11,4.7471121288836,0.0,0.0,True,11,8,46
35,float32,2.9103830456733704e-11,4.7471121288836,0.0,0.0,True,12,8,46
36,float32,1.4551915228366852e-11,4.7471121288836,0.0,0.0,True,13,8,46
37,float32,7.275957614183426e-12,4.7471121288836,0.0,0.0,True,14,8,46
38,float32,3.637978807091713e-12,4.7471121288836,0.0,0.0,True,15,8,46
39,float32,1.8189894035458565e-12,4.7471121288836,0.0,0.0,True,16,8,46
40,float32,9.094947017729282e-13,4.7471121288836,0.0,0.0,True,17,8,46
41,float32,4.547473508864641e-13,4.7471121288836,0.0,0.0,True,18,8,46
42,float32,2.2737367544323206e-13,4.7471121288836,0.0,0.0,True,19,8,46
43,float32,1.1368683772161603e-13,4.7471121288836,0.0,0.0,True,20,8,46
44,float32,5.684341886080802e-14,4.7471121288836,0.0,0.0,True,21,8,46
45,float32,2.842170943040401e-14,4.7471121288836,0.0,0.0,True,22,8,46
46,float32,1.4210854715202004e-14,4.7471121288836,0.0,0.0,True,23,8,46
47,float32,7.105427357601002e-15,4.7471121288836,0.0,0.0,True,24,8,46
48,float32,3.552713678800501e-15,4.7471121288836,0.0,0.0,True,25,8,46
49,float32,1.7763568394002505e-15,4.7471121288836,0.0,0.0,True,26,8,46
50,float32,8.881784197001252e-16,4.7471121288836,0.0,0.0,True,27,8,46
51,float32,4.440892098500626e-16,4.7471121288836,0.0,0.0,True,28,8,46
52,float32,2.220446049250313e-16,4.7471121288836,0.0,0.0,True,29,8,46
53,float32,1.1102230246251565e-16,4.7471121288836,0.0,0.0,True,30,8,46
54,float32,5.551115123125783e-17,4.7471121288836,0.0,0.0,True,31,8,46
55,float32,2.7755575615628914e-17,4.7471121288836,0.0,0.0,True,32,8,46
56,float32,1.3877787807814457e-17,4.7471121288836,0.0,0.0,True,33,8,46
57,float32,6.938893903907228e-18,4.7471121288836,0.0,0.0,True,34,8,46
58,float32,3.469446951953614e-18,4.7471121288836,0.0,0.0,True,35,8,46
59,float32,1.734723475976807e-18,4.7471121288836,0.0,0.0,True,36,8,46
0,float16,1.0,2.3736724853515625,2.3736724853515625,2.3736724853515625e+300,False,0,8,46
1,float16,0.5,3.5603256225585938,1.1866531372070312,0.49992285984276263,False,0,8,46
2,float16,0.25,4.153411865234375,0.5930862426757812,0.16658202241893974,False,0,8,46
3,float16,0.125,4.45050048828125,0.297088623046875,0.07152881358422913,False,0,8,46
4,float16,0.0625,4.5981903076171875,0.1476898193359375,0.03318499115432615,False,0,8,46
5,float16,0.03125,4.6724700927734375,0.07427978515625,0.01615413460230233,False,0,8,46
6,float16,0.015625,4.7092437744140625,0.036773681640625,0.007870287216498212,False,0,8,46
7,float16,0.0078125,4.728485107421875,0.0192413330078125,0.004085864722559741,False,0,8,46
8,float16,0.00390625,4.7373046875,0.008819580078125,0.0018652020420412668,False,0,8,46
9,float16,0.001953125,4.7417144775390625,0.0044097900390625,0.0009308647701504844,False,0,8,46
10,float16,0.0009765625,4.744781494140625,0.0030670166015625,0.0006468159599424623,False,0,8,46
11,float16,0.00048828125,4.744781494140625,0.0,0.0,True,1,8,46
12,float16,0.000244140625,4.744781494140625,0.0,0.0,True,2,8,46
13,float16,0.0001220703125,4.744781494140625,0.0,0.0,True,3,8,46
14,float16,6.103515625e-05,4.744781494140625,0.0,0.0,True,4,8,46
15,float16,3.0517578125e-05,4.744781494140625,0.0,0.0,True,5,8,46
16,float16,1.52587890625e-05,4.744781494140625,0.0,0.0,True,6,8,46
17,float16,7.62939453125e-06,4.744781494140625,0.0,0.0,True,7,8,46
18,float16,3.814697265625e-06,4.744781494140625,0.0,0.0,True,8,8,46
19,float16,1.9073486328125e-06,4.744781494140625,0.0,0.0,True,9,8,46
20,float16,9.5367431640625e-07,4.744781494140625,0.0,0.0,True,10,8,46
21,float16,4.76837158203125e-07,4.744781494140625,0.0,0.0,True,11,8,46
22,float16,2.384185791015625e-07,4.744781494140625,0.0,0.0,True,12,8,46
23,float16,1.1920928955078125e-07,4.744781494140625,0.0,0.0,True,13,8,46
24,float16,5.960464477539063e-08,4.744781494140625,0.0,0.0,True,14,8,46
25,float16,2.9802322387695312e-08,4.744781494140625,0.0,0.0,True,15,8,46
26,float16,1.4901161193847656e-08,4.744781494140625,0.0,0.0,True,16,8,46
27,float16,7.450580596923828e-09,4.744781494140625,0.0,0.0,True,17,8,46
28,float16,3.725290298461914e-09,4.744781494140625,0.0,0.0,True,18,8,46
29,float16,1.862645149230957e-09,4.744781494140625,0.0,0.0,True,19,8,46
30,float16,9.313225746154785e-10,4.744781494140625,0.0,0.0,True,20,8,46
31,float16,4.656612873077393e-10,4.744781494140625,0.0,0.0,True,21,8,46
32,float16,2.3283064365386963e-10,4.744781494140625,0.0,0.0,True,22,8,46
33,float16,1.1641532182693481e-10,4.744781494140625,0.0,0.0,True,23,8,46
34,float16,5.820766091346741e-11,4.744781494140625,0.0,0.0,True,24,8,46
35,float16,2.9103830456733704e-11,4.744781494140625,0.0,0.0,True,25,8,46
36,float16,1.4551915228366852e-11,4.744781494140625,0.0,0.0,True,26,8,46
37,float16,7.275957614183426e-12,4.744781494140625,0.0,0.0,True,27,8,46
38,float16,3.637978807091713e-12,4.744781494140625,0.0,0.0,True,28,8,46
39,float16,1.8189894035458565e-12,4.744781494140625,0.0,0.0,True,29,8,46
40,float16,9.094947017729282e-13,4.744781494140625,0.0,0.0,True,30,8,46
41,float16,4.547473508864641e-13,4.744781494140625,0.0,0.0,True,31,8,46
42,float16,2.2737367544323206e-13,4.744781494140625,0.0,0.0,True,32,8,46
43,float16,1.1368683772161603e-13,4.744781494140625,0.0,0.0,True,33,8,46
44,float16,5.684341886080802e-14,4.744781494140625,0.0,0.0,True,34,8,46
45,float16,2.842170943040401e-14,4.744781494140625,0.0,0.0,True,35,8,46
46,float16,1.4210854715202004e-14,4.744781494140625,0.0,0.0,True,36,8,46
47,float16,7.105427357601002e-15,4.744781494140625,0.0,0.0,True,37,8,46
48,float16,3.552713678800501e-15,4.744781494140625,0.0,0.0,True,38,8,46
49,float16,1.7763568394002505e-15,4.744781494140625,0.0,0.0,True,39,8,46
50,float16,8.881784197001252e-16,4.744781494140625,0.0,0.0,True,40,8,46
51,float16,4.440892098500626e-16,4.744781494140625,0.0,0.0,True,41,8,46
52,float16,2.220446049250313e-16,4.744781494140625,0.0,0.0,True,42,8,46
53,float16,1.1102230246251565e-16,4.744781494140625,0.0,0.0,True,43,8,46
54,float16,5.551115123125783e-17,4.744781494140625,0.0,0.0,True,44,8,46
55,float16,2.7755575615628914e-17,4.744781494140625,0.0,0.0,True,45,8,46
56,float16,1.3877787807814457e-17,4.744781494140625,0.0,0.0,True,46,8,46
57,float16,6.938893903907228e-18,4.744781494140625,0.0,0.0,True,47,8,46
58,float16,3.469446951953614e-18,4.744781494140625,0.0,0.0,True,48,8,46
59,float16,1.734723475976807e-18,4.744781494140625,0.0,0.0,True,49,8,46
